2021-06-10::12-54-47
*************** epoch:1 ***************
loss: 9.37852	cur:[0]\[10618]
loss: 1.21723	cur:[3000]\[10618]
loss: 1.19429	cur:[4000]\[10618]
loss: 1.21171	cur:[5000]\[10618]
loss: 1.17947	cur:[6000]\[10618]
loss: 1.18761	cur:[7000]\[10618]
loss: 1.19398	cur:[8000]\[10618]
loss: 1.19551	cur:[9000]\[10618]
loss: 1.21120	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.50543	cur:[250]\[1320]
loss: 1.49528	cur:[500]\[1320]
loss: 1.51829	cur:[750]\[1320]
loss: 1.50659	cur:[1000]\[1320]
loss: 1.45141	cur:[1250]\[1320]
epoch:38	bleu:0.03913
*************** epoch:39 ***************
loss: 1.17677	cur:[1000]\[10618]
loss: 1.19185	cur:[2000]\[10618]
loss: 1.20190	cur:[3000]\[10618]
loss: 1.18676	cur:[4000]\[10618]
loss: 1.18882	cur:[5000]\[10618]
loss: 1.18631	cur:[6000]\[10618]
loss: 1.18379	cur:[7000]\[10618]
loss: 1.19439	cur:[8000]\[10618]
loss: 1.17047	cur:[9000]\[10618]
loss: 1.18589	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.47877	cur:[250]\[1320]
loss: 1.48533	cur:[500]\[1320]
loss: 1.44771	cur:[750]\[1320]
loss: 1.43006	cur:[1000]\[1320]
loss: 1.49990	cur:[1250]\[1320]
epoch:39	bleu:0.02985
*************** epoch:40 ***************
loss: 1.19409	cur:[1000]\[10618]
loss: 1.18374	cur:[2000]\[10618]
loss: 1.17627	cur:[3000]\[10618]
loss: 1.18487	cur:[4000]\[10618]
loss: 1.18830	cur:[5000]\[10618]
loss: 1.17820	cur:[6000]\[10618]
loss: 1.17962	cur:[7000]\[10618]
loss: 1.18013	cur:[8000]\[10618]
loss: 1.17507	cur:[9000]\[10618]
loss: 1.17413	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.47027	cur:[250]\[1320]
loss: 1.52704	cur:[500]\[1320]
loss: 1.48554	cur:[750]\[1320]
loss: 1.46104	cur:[1000]\[1320]
loss: 1.45880	cur:[1250]\[1320]
save model at ./check_point5/epoch40.pth
epoch:40	bleu:0.00000
*************** epoch:41 ***************
loss: 1.18943	cur:[1000]\[10618]
loss: 1.17033	cur:[2000]\[10618]
loss: 1.15564	cur:[3000]\[10618]
loss: 1.16785	cur:[4000]\[10618]
loss: 1.16437	cur:[5000]\[10618]
loss: 1.15260	cur:[6000]\[10618]
loss: 1.14596	cur:[7000]\[10618]
loss: 1.18249	cur:[8000]\[10618]
loss: 1.14427	cur:[9000]\[10618]
loss: 1.16699	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.46870	cur:[250]\[1320]
loss: 1.41650	cur:[500]\[1320]
loss: 1.46785	cur:[750]\[1320]
loss: 1.49384	cur:[1000]\[1320]
loss: 1.55311	cur:[1250]\[1320]
epoch:41	bleu:0.00000
*************** epoch:42 ***************
loss: 1.17696	cur:[1000]\[10618]
loss: 1.15822	cur:[2000]\[10618]
loss: 1.16361	cur:[3000]\[10618]
loss: 1.16030	cur:[4000]\[10618]
loss: 1.16395	cur:[5000]\[10618]
loss: 1.16177	cur:[6000]\[10618]
loss: 1.18408	cur:[7000]\[10618]
loss: 1.15220	cur:[8000]\[10618]
loss: 1.15501	cur:[9000]\[10618]
loss: 1.15978	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44905	cur:[250]\[1320]
loss: 1.44318	cur:[500]\[1320]
loss: 1.48184	cur:[750]\[1320]
loss: 1.47635	cur:[1000]\[1320]
loss: 1.49286	cur:[1250]\[1320]
epoch:42	bleu:0.04212
*************** epoch:43 ***************
loss: 1.14178	cur:[1000]\[10618]
loss: 1.16708	cur:[2000]\[10618]
loss: 1.16268	cur:[3000]\[10618]
loss: 1.15328	cur:[4000]\[10618]
loss: 1.13191	cur:[5000]\[10618]
loss: 1.16540	cur:[6000]\[10618]
loss: 1.14750	cur:[7000]\[10618]
loss: 1.14360	cur:[8000]\[10618]
loss: 1.14645	cur:[9000]\[10618]
loss: 1.14076	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44332	cur:[250]\[1320]
loss: 1.41395	cur:[500]\[1320]
loss: 1.44176	cur:[750]\[1320]
loss: 1.44318	cur:[1000]\[1320]
loss: 1.48407	cur:[1250]\[1320]
epoch:43	bleu:0.00000
*************** epoch:44 ***************
loss: 1.14731	cur:[1000]\[10618]
loss: 1.13539	cur:[2000]\[10618]
loss: 1.15915	cur:[3000]\[10618]
loss: 1.13805	cur:[4000]\[10618]
loss: 1.15138	cur:[5000]\[10618]
loss: 1.14045	cur:[6000]\[10618]
loss: 1.12799	cur:[7000]\[10618]
loss: 1.13221	cur:[8000]\[10618]
loss: 1.14186	cur:[9000]\[10618]
loss: 1.15460	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.50295	cur:[250]\[1320]
loss: 1.47311	cur:[500]\[1320]
loss: 1.47766	cur:[750]\[1320]
loss: 1.42456	cur:[1000]\[1320]
loss: 1.42556	cur:[1250]\[1320]
epoch:44	bleu:0.05447
*************** epoch:45 ***************
loss: 1.12459	cur:[1000]\[10618]
loss: 1.15544	cur:[2000]\[10618]
loss: 1.14257	cur:[3000]\[10618]
loss: 1.13489	cur:[4000]\[10618]
loss: 1.12294	cur:[5000]\[10618]
loss: 1.11403	cur:[6000]\[10618]
loss: 1.12809	cur:[7000]\[10618]
loss: 1.13654	cur:[8000]\[10618]
loss: 1.12851	cur:[9000]\[10618]
loss: 1.13376	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.47086	cur:[250]\[1320]
loss: 1.47512	cur:[500]\[1320]
loss: 1.45943	cur:[750]\[1320]
loss: 1.47466	cur:[1000]\[1320]
loss: 1.46583	cur:[1250]\[1320]
save model at ./check_point5/best.pth
epoch:45	bleu:0.10000
*************** epoch:46 ***************
loss: 1.12075	cur:[1000]\[10618]
loss: 1.13019	cur:[2000]\[10618]
loss: 1.12608	cur:[3000]\[10618]
loss: 1.11350	cur:[4000]\[10618]
loss: 1.12794	cur:[5000]\[10618]
loss: 1.12565	cur:[6000]\[10618]
loss: 1.13358	cur:[7000]\[10618]
loss: 1.12921	cur:[8000]\[10618]
loss: 1.11384	cur:[9000]\[10618]
loss: 1.11250	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44922	cur:[250]\[1320]
loss: 1.44172	cur:[500]\[1320]
loss: 1.55085	cur:[750]\[1320]
loss: 1.48290	cur:[1000]\[1320]
loss: 1.50947	cur:[1250]\[1320]
epoch:46	bleu:0.00880
*************** epoch:47 ***************
loss: 1.10401	cur:[1000]\[10618]
loss: 1.13143	cur:[2000]\[10618]
loss: 1.13261	cur:[3000]\[10618]
loss: 1.12032	cur:[4000]\[10618]
loss: 1.12396	cur:[5000]\[10618]
loss: 1.12081	cur:[6000]\[10618]
loss: 1.13082	cur:[7000]\[10618]
loss: 1.11249	cur:[8000]\[10618]
loss: 1.09509	cur:[9000]\[10618]
loss: 1.10670	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.41668	cur:[250]\[1320]
loss: 1.44974	cur:[500]\[1320]
loss: 1.46088	cur:[750]\[1320]
loss: 1.51780	cur:[1000]\[1320]
loss: 1.50734	cur:[1250]\[1320]
epoch:47	bleu:0.04038
*************** epoch:48 ***************
loss: 1.10494	cur:[1000]\[10618]
loss: 1.11802	cur:[2000]\[10618]
loss: 1.12794	cur:[3000]\[10618]
loss: 1.09924	cur:[4000]\[10618]
loss: 1.11966	cur:[5000]\[10618]
loss: 1.10731	cur:[6000]\[10618]
loss: 1.09778	cur:[7000]\[10618]
loss: 1.09437	cur:[8000]\[10618]
loss: 1.12223	cur:[9000]\[10618]
loss: 1.09769	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.47027	cur:[250]\[1320]
loss: 1.45541	cur:[500]\[1320]
loss: 1.48882	cur:[750]\[1320]
loss: 1.45104	cur:[1000]\[1320]
loss: 1.46493	cur:[1250]\[1320]
epoch:48	bleu:0.05679
*************** epoch:49 ***************
loss: 1.10765	cur:[1000]\[10618]
loss: 1.11876	cur:[2000]\[10618]
loss: 1.10345	cur:[3000]\[10618]
loss: 1.08046	cur:[4000]\[10618]
loss: 1.11748	cur:[5000]\[10618]
loss: 1.09863	cur:[6000]\[10618]
loss: 1.06479	cur:[7000]\[10618]
loss: 1.09591	cur:[8000]\[10618]
loss: 1.11639	cur:[9000]\[10618]
loss: 1.08605	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.47502	cur:[250]\[1320]
loss: 1.46522	cur:[500]\[1320]
loss: 1.49304	cur:[750]\[1320]
loss: 1.41624	cur:[1000]\[1320]
loss: 1.45666	cur:[1250]\[1320]
epoch:49	bleu:0.04079
*************** epoch:50 ***************
loss: 1.09358	cur:[1000]\[10618]
loss: 1.13116	cur:[2000]\[10618]
loss: 1.07669	cur:[3000]\[10618]
loss: 1.10162	cur:[4000]\[10618]
loss: 1.09651	cur:[5000]\[10618]
loss: 1.08362	cur:[6000]\[10618]
loss: 1.09591	cur:[7000]\[10618]
loss: 1.09382	cur:[8000]\[10618]
loss: 1.07449	cur:[9000]\[10618]
loss: 1.07939	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.49106	cur:[250]\[1320]
loss: 1.47202	cur:[500]\[1320]
loss: 1.41868	cur:[750]\[1320]
loss: 1.45975	cur:[1000]\[1320]
loss: 1.43498	cur:[1250]\[1320]
save model at ./check_point5/epoch50.pth
epoch:50	bleu:0.01652
*************** epoch:51 ***************
loss: 1.10149	cur:[1000]\[10618]
loss: 1.07974	cur:[2000]\[10618]
loss: 1.07659	cur:[3000]\[10618]
loss: 1.08488	cur:[4000]\[10618]
loss: 1.08141	cur:[5000]\[10618]
loss: 1.07847	cur:[6000]\[10618]
loss: 1.09161	cur:[7000]\[10618]
loss: 1.07967	cur:[8000]\[10618]
loss: 1.07818	cur:[9000]\[10618]
loss: 1.06579	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.51777	cur:[250]\[1320]
loss: 1.47272	cur:[500]\[1320]
loss: 1.41543	cur:[750]\[1320]
loss: 1.48068	cur:[1000]\[1320]
loss: 1.42603	cur:[1250]\[1320]
epoch:51	bleu:0.05728
*************** epoch:52 ***************
loss: 1.07534	cur:[1000]\[10618]
loss: 1.06983	cur:[2000]\[10618]
loss: 1.06917	cur:[3000]\[10618]
loss: 1.10557	cur:[4000]\[10618]
loss: 1.08240	cur:[5000]\[10618]
loss: 1.07324	cur:[6000]\[10618]
loss: 1.08011	cur:[7000]\[10618]
loss: 1.06018	cur:[8000]\[10618]
loss: 1.07737	cur:[9000]\[10618]
loss: 1.06003	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44304	cur:[250]\[1320]
loss: 1.40000	cur:[500]\[1320]
loss: 1.52160	cur:[750]\[1320]
loss: 1.47336	cur:[1000]\[1320]
loss: 1.44191	cur:[1250]\[1320]
epoch:52	bleu:0.02705
Epoch    52: reducing learning rate of group 0 to 1.0000e-05.
Epoch    52: reducing learning rate of group 0 to 1.0000e-05.
*************** epoch:53 ***************
loss: 1.05771	cur:[1000]\[10618]
loss: 1.05464	cur:[2000]\[10618]
loss: 1.06830	cur:[3000]\[10618]
loss: 1.05957	cur:[4000]\[10618]
loss: 1.07011	cur:[5000]\[10618]
loss: 1.06346	cur:[6000]\[10618]
loss: 1.06899	cur:[7000]\[10618]
loss: 1.05356	cur:[8000]\[10618]
loss: 1.07715	cur:[9000]\[10618]
loss: 1.08144	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44422	cur:[250]\[1320]
loss: 1.41835	cur:[500]\[1320]
loss: 1.49833	cur:[750]\[1320]
loss: 1.49293	cur:[1000]\[1320]
loss: 1.43950	cur:[1250]\[1320]
epoch:53	bleu:0.01963
*************** epoch:54 ***************
loss: 1.05972	cur:[1000]\[10618]
loss: 1.06007	cur:[2000]\[10618]
loss: 1.06823	cur:[3000]\[10618]
loss: 1.05847	cur:[4000]\[10618]
loss: 1.06467	cur:[5000]\[10618]
loss: 1.06546	cur:[6000]\[10618]
loss: 1.06311	cur:[7000]\[10618]
loss: 1.05921	cur:[8000]\[10618]
loss: 1.05485	cur:[9000]\[10618]
loss: 1.06692	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45418	cur:[250]\[1320]
loss: 1.45763	cur:[500]\[1320]
loss: 1.45978	cur:[750]\[1320]
loss: 1.43195	cur:[1000]\[1320]
loss: 1.45755	cur:[1250]\[1320]
epoch:54	bleu:0.09715
*************** epoch:55 ***************
loss: 1.04033	cur:[1000]\[10618]
loss: 1.06871	cur:[2000]\[10618]
loss: 1.06045	cur:[3000]\[10618]
loss: 1.06495	cur:[4000]\[10618]
loss: 1.05212	cur:[5000]\[10618]
loss: 1.07868	cur:[6000]\[10618]
loss: 1.08326	cur:[7000]\[10618]
loss: 1.05296	cur:[8000]\[10618]
loss: 1.03669	cur:[9000]\[10618]
loss: 1.05068	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.42364	cur:[250]\[1320]
loss: 1.50593	cur:[500]\[1320]
loss: 1.44142	cur:[750]\[1320]
loss: 1.46602	cur:[1000]\[1320]
loss: 1.44313	cur:[1250]\[1320]
epoch:55	bleu:0.00000
*************** epoch:56 ***************
loss: 1.05155	cur:[1000]\[10618]
loss: 1.04626	cur:[2000]\[10618]
loss: 1.05686	cur:[3000]\[10618]
loss: 1.07425	cur:[4000]\[10618]
loss: 1.06484	cur:[5000]\[10618]
loss: 1.07103	cur:[6000]\[10618]
loss: 1.05305	cur:[7000]\[10618]
loss: 1.04737	cur:[8000]\[10618]
loss: 1.08212	cur:[9000]\[10618]
loss: 1.03866	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.49594	cur:[250]\[1320]
loss: 1.48910	cur:[500]\[1320]
loss: 1.47175	cur:[750]\[1320]
loss: 1.41737	cur:[1000]\[1320]
loss: 1.48788	cur:[1250]\[1320]
epoch:56	bleu:0.07600
*************** epoch:57 ***************
loss: 1.05906	cur:[1000]\[10618]
loss: 1.06093	cur:[2000]\[10618]
loss: 1.06126	cur:[3000]\[10618]
loss: 1.06988	cur:[4000]\[10618]
loss: 1.06335	cur:[5000]\[10618]
loss: 1.04978	cur:[6000]\[10618]
loss: 1.05304	cur:[7000]\[10618]
loss: 1.06220	cur:[8000]\[10618]
loss: 1.05863	cur:[9000]\[10618]
loss: 1.07250	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45958	cur:[250]\[1320]
loss: 1.44496	cur:[500]\[1320]
loss: 1.50530	cur:[750]\[1320]
loss: 1.46967	cur:[1000]\[1320]
loss: 1.42273	cur:[1250]\[1320]
epoch:57	bleu:0.00000
*************** epoch:58 ***************
loss: 1.06730	cur:[1000]\[10618]
loss: 1.07311	cur:[2000]\[10618]
loss: 1.07088	cur:[3000]\[10618]
loss: 1.06742	cur:[4000]\[10618]
loss: 1.05637	cur:[5000]\[10618]
loss: 1.06261	cur:[6000]\[10618]
loss: 1.03519	cur:[7000]\[10618]
loss: 1.07722	cur:[8000]\[10618]
loss: 1.07413	cur:[9000]\[10618]
loss: 1.06449	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.43149	cur:[250]\[1320]
loss: 1.41081	cur:[500]\[1320]
loss: 1.43864	cur:[750]\[1320]
loss: 1.40255	cur:[1000]\[1320]
loss: 1.51187	cur:[1250]\[1320]
epoch:58	bleu:0.05000
*************** epoch:59 ***************
loss: 1.06046	cur:[1000]\[10618]
loss: 1.04966	cur:[2000]\[10618]
loss: 1.05634	cur:[3000]\[10618]
loss: 1.06907	cur:[4000]\[10618]
loss: 1.06009	cur:[5000]\[10618]
loss: 1.03740	cur:[6000]\[10618]
loss: 1.04714	cur:[7000]\[10618]
loss: 1.05266	cur:[8000]\[10618]
loss: 1.05509	cur:[9000]\[10618]
loss: 1.04344	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44420	cur:[250]\[1320]
loss: 1.43825	cur:[500]\[1320]
loss: 1.44523	cur:[750]\[1320]
loss: 1.40235	cur:[1000]\[1320]
loss: 1.48170	cur:[1250]\[1320]
epoch:59	bleu:0.03938
*************** epoch:60 ***************
loss: 1.05776	cur:[1000]\[10618]
loss: 1.04850	cur:[2000]\[10618]
loss: 1.05987	cur:[3000]\[10618]
loss: 1.05004	cur:[4000]\[10618]
loss: 1.06472	cur:[5000]\[10618]
loss: 1.04001	cur:[6000]\[10618]
loss: 1.07294	cur:[7000]\[10618]
loss: 1.07206	cur:[8000]\[10618]
loss: 1.06684	cur:[9000]\[10618]
loss: 1.06081	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.43149	cur:[250]\[1320]
loss: 1.44596	cur:[500]\[1320]
loss: 1.50123	cur:[750]\[1320]
loss: 1.45825	cur:[1000]\[1320]
loss: 1.43101	cur:[1250]\[1320]
save model at ./check_point5/epoch60.pth
epoch:60	bleu:0.01446
*************** epoch:61 ***************
loss: 1.03348	cur:[1000]\[10618]
loss: 1.05355	cur:[2000]\[10618]
loss: 1.04942	cur:[3000]\[10618]
loss: 1.07110	cur:[4000]\[10618]
loss: 1.04804	cur:[5000]\[10618]
loss: 1.07421	cur:[6000]\[10618]
loss: 1.03883	cur:[7000]\[10618]
loss: 1.04430	cur:[8000]\[10618]
loss: 1.05539	cur:[9000]\[10618]
loss: 1.04466	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45033	cur:[250]\[1320]
loss: 1.48031	cur:[500]\[1320]
loss: 1.42166	cur:[750]\[1320]
loss: 1.46527	cur:[1000]\[1320]
loss: 1.48758	cur:[1250]\[1320]
epoch:61	bleu:0.04079
*************** epoch:62 ***************
loss: 1.06343	cur:[1000]\[10618]
loss: 1.07142	cur:[2000]\[10618]
loss: 1.05413	cur:[3000]\[10618]
loss: 1.04584	cur:[4000]\[10618]
loss: 1.03943	cur:[5000]\[10618]
loss: 1.06593	cur:[6000]\[10618]
loss: 1.06207	cur:[7000]\[10618]
loss: 1.06572	cur:[8000]\[10618]
loss: 1.05363	cur:[9000]\[10618]
loss: 1.06481	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.43751	cur:[250]\[1320]
loss: 1.47683	cur:[500]\[1320]
loss: 1.43626	cur:[750]\[1320]
loss: 1.41705	cur:[1000]\[1320]
loss: 1.53357	cur:[1250]\[1320]
epoch:62	bleu:0.04229
*************** epoch:63 ***************
loss: 1.05357	cur:[1000]\[10618]
loss: 1.04357	cur:[2000]\[10618]
loss: 1.07325	cur:[3000]\[10618]
loss: 1.06048	cur:[4000]\[10618]
loss: 1.02242	cur:[5000]\[10618]
loss: 1.06079	cur:[6000]\[10618]
loss: 1.03794	cur:[7000]\[10618]
loss: 1.05071	cur:[8000]\[10618]
loss: 1.05127	cur:[9000]\[10618]
loss: 1.04434	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.48512	cur:[250]\[1320]
loss: 1.52682	cur:[500]\[1320]
loss: 1.44815	cur:[750]\[1320]
loss: 1.42708	cur:[1000]\[1320]
loss: 1.43673	cur:[1250]\[1320]
epoch:63	bleu:0.04023
*************** epoch:64 ***************
loss: 1.07444	cur:[1000]\[10618]
loss: 1.05575	cur:[2000]\[10618]
loss: 1.04771	cur:[3000]\[10618]
loss: 1.05446	cur:[4000]\[10618]
loss: 1.05291	cur:[5000]\[10618]
loss: 1.03489	cur:[6000]\[10618]
loss: 1.04589	cur:[7000]\[10618]
loss: 1.04757	cur:[8000]\[10618]
loss: 1.05057	cur:[9000]\[10618]
loss: 1.07605	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.45658	cur:[250]\[1320]
loss: 1.39855	cur:[500]\[1320]
loss: 1.45311	cur:[750]\[1320]
loss: 1.52561	cur:[1000]\[1320]
loss: 1.45415	cur:[1250]\[1320]
epoch:64	bleu:0.03913
*************** epoch:65 ***************
loss: 1.04285	cur:[1000]\[10618]
loss: 1.05217	cur:[2000]\[10618]
loss: 1.06975	cur:[3000]\[10618]
loss: 1.05524	cur:[4000]\[10618]
loss: 1.05621	cur:[5000]\[10618]
loss: 1.03722	cur:[6000]\[10618]
loss: 1.04661	cur:[7000]\[10618]
loss: 1.05947	cur:[8000]\[10618]
loss: 1.04108	cur:[9000]\[10618]
loss: 1.04774	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.43896	cur:[250]\[1320]
loss: 1.44868	cur:[500]\[1320]
loss: 1.47345	cur:[750]\[1320]
loss: 1.44924	cur:[1000]\[1320]
loss: 1.45214	cur:[1250]\[1320]
epoch:65	bleu:0.00000
*************** epoch:66 ***************
loss: 1.05059	cur:[1000]\[10618]
loss: 1.03596	cur:[2000]\[10618]
loss: 1.05192	cur:[3000]\[10618]
loss: 1.05408	cur:[4000]\[10618]
loss: 1.04695	cur:[5000]\[10618]
loss: 1.04861	cur:[6000]\[10618]
loss: 1.05604	cur:[7000]\[10618]
loss: 1.04058	cur:[8000]\[10618]
loss: 1.06776	cur:[9000]\[10618]
loss: 1.05822	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.49121	cur:[250]\[1320]
loss: 1.38609	cur:[500]\[1320]
loss: 1.48241	cur:[750]\[1320]
loss: 1.45818	cur:[1000]\[1320]
loss: 1.47456	cur:[1250]\[1320]
epoch:66	bleu:0.03738
*************** epoch:67 ***************
loss: 1.04766	cur:[1000]\[10618]
loss: 1.04893	cur:[2000]\[10618]
loss: 1.05689	cur:[3000]\[10618]
loss: 1.05456	cur:[4000]\[10618]
loss: 1.04485	cur:[5000]\[10618]
loss: 1.04777	cur:[6000]\[10618]
loss: 1.04888	cur:[7000]\[10618]
loss: 1.04395	cur:[8000]\[10618]
loss: 1.04051	cur:[9000]\[10618]
loss: 1.05245	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.44798	cur:[250]\[1320]
loss: 1.48591	cur:[500]\[1320]
loss: 1.47246	cur:[750]\[1320]
loss: 1.45213	cur:[1000]\[1320]
loss: 1.53390	cur:[1250]\[1320]
epoch:67	bleu:0.07056
Epoch    67: reducing learning rate of group 0 to 1.0000e-06.
Epoch    67: reducing learning rate of group 0 to 1.0000e-06.
*************** epoch:68 ***************
loss: 1.04136	cur:[1000]\[10618]
loss: 1.05121	cur:[2000]\[10618]
loss: 1.05766	cur:[3000]\[10618]
loss: 1.05159	cur:[4000]\[10618]
loss: 1.04707	cur:[5000]\[10618]
loss: 1.02471	cur:[6000]\[10618]
loss: 1.04775	cur:[7000]\[10618]
loss: 1.03495	cur:[8000]\[10618]
loss: 1.05408	cur:[9000]\[10618]
loss: 1.04496	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.40640	cur:[250]\[1320]
loss: 1.50119	cur:[500]\[1320]
loss: 1.48094	cur:[750]\[1320]
loss: 1.46008	cur:[1000]\[1320]
loss: 1.43735	cur:[1250]\[1320]
epoch:68	bleu:0.02738
*************** epoch:69 ***************
loss: 1.06674	cur:[1000]\[10618]
loss: 1.03090	cur:[2000]\[10618]
loss: 1.04534	cur:[3000]\[10618]
loss: 1.04748	cur:[4000]\[10618]
loss: 1.05585	cur:[5000]\[10618]
loss: 1.04468	cur:[6000]\[10618]
loss: 1.05439	cur:[7000]\[10618]
loss: 1.07508	cur:[8000]\[10618]
loss: 1.05717	cur:[9000]\[10618]
loss: 1.02877	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.43750	cur:[250]\[1320]
loss: 1.49081	cur:[500]\[1320]
loss: 1.47671	cur:[750]\[1320]
loss: 1.48439	cur:[1000]\[1320]
loss: 1.39700	cur:[1250]\[1320]
epoch:69	bleu:0.02399
*************** epoch:70 ***************
loss: 1.05736	cur:[1000]\[10618]
loss: 1.06027	cur:[2000]\[10618]
loss: 1.04752	cur:[3000]\[10618]
loss: 1.04641	cur:[4000]\[10618]
loss: 1.05610	cur:[5000]\[10618]
loss: 1.04482	cur:[6000]\[10618]
loss: 1.02842	cur:[7000]\[10618]
loss: 1.05107	cur:[8000]\[10618]
loss: 1.04993	cur:[9000]\[10618]
loss: 1.04900	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.46800	cur:[250]\[1320]
loss: 1.43030	cur:[500]\[1320]
loss: 1.49593	cur:[750]\[1320]
loss: 1.50495	cur:[1000]\[1320]
loss: 1.46019	cur:[1250]\[1320]
save model at ./check_point5/epoch70.pth
epoch:70	bleu:0.00000
*************** epoch:71 ***************
loss: 1.05430	cur:[1000]\[10618]
loss: 1.02994	cur:[2000]\[10618]
loss: 1.05511	cur:[3000]\[10618]
loss: 1.03846	cur:[4000]\[10618]
loss: 1.05219	cur:[5000]\[10618]
loss: 1.04495	cur:[6000]\[10618]
loss: 1.07570	cur:[7000]\[10618]
loss: 1.06510	cur:[8000]\[10618]
loss: 1.05001	cur:[9000]\[10618]
loss: 1.03194	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.40543	cur:[250]\[1320]
loss: 1.47772	cur:[500]\[1320]
loss: 1.48538	cur:[750]\[1320]
loss: 1.45156	cur:[1000]\[1320]
loss: 1.49225	cur:[1250]\[1320]
epoch:71	bleu:0.04204
*************** epoch:72 ***************
loss: 1.05377	cur:[1000]\[10618]
loss: 1.03437	cur:[2000]\[10618]
loss: 1.05288	cur:[3000]\[10618]
loss: 1.03648	cur:[4000]\[10618]
loss: 1.04636	cur:[5000]\[10618]
loss: 1.07137	cur:[6000]\[10618]
loss: 1.05174	cur:[7000]\[10618]
loss: 1.02855	cur:[8000]\[10618]
loss: 1.05358	cur:[9000]\[10618]
loss: 1.06179	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.46247	cur:[250]\[1320]
loss: 1.46299	cur:[500]\[1320]
loss: 1.45498	cur:[750]\[1320]
loss: 1.50868	cur:[1000]\[1320]
loss: 1.40866	cur:[1250]\[1320]
epoch:72	bleu:0.08474
*************** epoch:73 ***************
loss: 1.05840	cur:[1000]\[10618]
loss: 1.03652	cur:[2000]\[10618]
loss: 1.06010	cur:[3000]\[10618]
loss: 1.03911	cur:[4000]\[10618]
loss: 1.04970	cur:[5000]\[10618]
loss: 1.04933	cur:[6000]\[10618]
loss: 1.05679	cur:[7000]\[10618]
loss: 1.03376	cur:[8000]\[10618]
loss: 1.05281	cur:[9000]\[10618]
loss: 1.04269	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.46330	cur:[250]\[1320]
loss: 1.44618	cur:[500]\[1320]
loss: 1.46448	cur:[750]\[1320]
loss: 1.41410	cur:[1000]\[1320]
loss: 1.46450	cur:[1250]\[1320]
epoch:73	bleu:0.09526
*************** epoch:74 ***************
loss: 1.04770	cur:[1000]\[10618]
loss: 1.04123	cur:[2000]\[10618]
loss: 1.05044	cur:[3000]\[10618]
loss: 1.04888	cur:[4000]\[10618]
loss: 1.03805	cur:[5000]\[10618]
loss: 1.03409	cur:[6000]\[10618]
loss: 1.04267	cur:[7000]\[10618]
loss: 1.05328	cur:[8000]\[10618]
loss: 1.04605	cur:[9000]\[10618]
loss: 1.03875	cur:[10000]\[10618]
--------------- Evaluation ---------------
loss: 1.46122	cur:[250]\[1320]
loss: 1.43624	cur:[500]\[1320]
loss: 1.48576	cur:[750]\[1320]
loss: 1.49247	cur:[1000]\[1320]
loss: 1.46058	cur:[1250]\[1320]
epoch:74	bleu:0.02158
*************** epoch:75 ***************
loss: 1.05016	cur:[1000]\[10618]
loss: 1.03427	cur:[2000]\[10618]
loss: 1.05454	cur:[3000]\[10618]
loss: 1.04818	cur:[4000]\[10618]
loss: 1.04761	cur:[5000]\[10618]
loss: 1.05966	cur:[6000]\[10618]
